report_id,date_time,police_beat,street_no,street_dir,street_name,street_type,cross_st_dir,cross_st_name,cross_st_type,violation_section,violation_type,charge_desc,injured,killed,hit_run_lvl
182238,3/14/18 3:36,438,2800, ,KEEN,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182140,3/14/18 3:40,813,3900, ,OHIO,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182212,3/14/18 6:07,242,8500, ,CALLE CRISTOBAL, , , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
182203,3/14/18 7:15,315,5000, ,AUTO CIRCLE, , , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,
182137,3/14/18 7:30,511,2200, ,BELT,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182147,3/14/18 7:30,832,4300, ,UNIVERSITY,AVENUE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,
182213,3/14/18 9:35,937,14600, ,CARMEL VALLEY,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,
182253,3/14/18 11:50,822,5400, ,EL CAJON,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182241,3/14/18 12:30,451,1800, ,BAYVIEW HEIGHTS,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182186,3/14/18 12:45,326,5100, ,COLLEGE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182201,3/14/18 13:29,124,8500, ,GILMAN,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
182183,3/14/18 14:15,313,9700, ,AERO,DRIVE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,0,0,MISDEMEANOR
182444,3/14/18 14:28,611,4300, ,PACIFIC,HIGHWAY, , , ,21453C,VC,RED ARROWDO NOT ENTER INTERSECTION,2,0,
182220,3/14/18 14:31,114,4900, ,LONGFORD,STREET, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,3,0,MISDEMEANOR
182305,3/14/18 14:53,242,9700, ,MIRA MESA,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,MISDEMEANOR
182513,3/14/18 15:17,326,5200, ,MONTEZUMA,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182273,3/14/18 15:50,613,1800, ,CATALINA,BOULEVARD, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,
182230,3/14/18 16:00,437,400,S,MEADOWBROOK,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182264,3/14/18 16:41,521,900, ,14TH,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,
182120,3/14/18 17:00,813,3000, ,MYRTLE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182182,3/14/18 17:10,315,9500, ,FRIARS,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182459,3/14/18 17:54,123,1800, ,EAST MISSION BAY,DRIVE, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,
182205,3/14/18 18:20,324,7800, ,NAVAJO,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
182256,3/14/18 19:30,518,2900, ,BEECH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
182141,3/14/18 22:30,824,4400, ,EUCLID,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,MISDEMEANOR
182278,3/14/18 23:45,827,5300, ,LEA,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
182262,3/15/18 0:31,242,7700, ,MIRA MESA,BOULEVARD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,
182240,3/15/18 2:18,437,2200, ,HONEY,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182471,3/15/18 7:30,242,8400, ,NEW SALEM,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182150,3/15/18 8:14,934,3000, ,DEL MAR HEIGHTS,ROAD, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,0,0,
182177,3/15/18 8:30,124,8900, ,VILLA LA JOLLA,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
182266,3/15/18 9:21,234,15900, ,CAM DEL NORTE, , , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,
182421,3/15/18 11:29,712,1600, ,DAIRY MART,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
182654,3/15/18 11:50,627,1000, ,ESSEX,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182741,3/15/18 12:00,813,3000, ,EL CAJON,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
182517,3/15/18 13:24,243,7600, ,MIRAMAR,ROAD, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,1,0,
182383,3/15/18 14:19,627,3700, ,RICHMOND,STREET, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,
182178,3/15/18 15:30,126,2900, ,LA JOLLA VILLAGE,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,
182358,3/15/18 15:55,712,300,W,SAN YSIDRO,BOULEVARD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,
182199,3/15/18 16:03,242,11200, ,CAM RUIZ, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
182319,3/15/18 17:14,122,1500, ,GARNET,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
182512,3/15/18 17:30,444,3500, ,MARKET,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182710,3/15/18 17:40,531,1600, ,PERSHING,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182179,3/15/18 18:00,233,9900, ,CARMEL MTN,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182352,3/15/18 18:06,712,4400, ,CAM DE LA PLAZA, , , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,
182198,3/15/18 18:10,111,6800, ,LANEWOOD,COURT, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182194,3/15/18 19:59,124,1200, ,CAVE,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182340,3/15/18 19:59,124,1200, ,PROSPECT,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182209,3/15/18 20:15,522,600, ,01ST,AVENUE, , , ,21954A,VC,PEDESTRIANS OUTSIDE CROSSWALKS,1,0,
182248,3/15/18 21:05,824,5100, ,EL CAJON,BOULEVARD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,MISDEMEANOR
182249,3/15/18 21:17,241,9800, ,MIRA MESA,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,MISDEMEANOR
182197,3/15/18 21:41,124,0, ,LA JOLLA,BOULEVARD, ,NAUTILUS,STREET,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
182636,3/15/18 22:55,524,400, ,B,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
182239,3/15/18 23:03,444,800, ,TOYNE,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182403,3/15/18 23:41,611,3200, ,FORDHAM,STREET, , , ,21950C,VC,USING CAUTION APPROACHING A PEDESTRIAN WITHIN ANY MARKED OR UNMARKED CROSSWALK,1,0,FELONY
182233,3/16/18 0:01,524,700, ,MARKET,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182324,3/16/18 0:01,934,11900, ,EL CAMINO REAL, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182251,3/16/18 0:01,313,4300, ,KEARNY MESA,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182364,3/16/18 5:55,242,11000, ,WESTVIEW,PARKWAY, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
182254,3/16/18 6:20,621,2700, ,GENESEE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182252,3/16/18 9:36,242,11000, ,CANYON MESA,LANE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
182285,3/16/18 10:30,611,3100, ,SPORTS ARENA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182279,3/16/18 12:30,451,5400, ,COLLEGE GROVE,DRIVE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,
182217,3/16/18 14:15,116,1500, ,GOLDFIELD,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
182315,3/16/18 15:12,529,1700, ,04TH,AVENUE, , , ,21954A,VC,PEDESTRIANS OUTSIDE CROSSWALKS,1,0,
182235,3/16/18 15:24,446,400, ,EUCLID,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182219,3/16/18 15:30,113,3000, ,GUILITOY,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
182338,3/16/18 15:33,621,6900, ,LINDA VISTA,ROAD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
182216,3/16/18 16:05,531,3300, ,BALBOA,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
182317,3/16/18 16:55,322,4700, ,ZION,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
182316,3/16/18 17:15,821,6700, ,EL CAJON,BOULEVARD, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,
182237,3/16/18 17:15,433,6000, ,RADIO,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,MISDEMEANOR
182163,3/16/18 17:50,934,3600, ,VALLEY CENTRE,DRIVE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,
182260,3/16/18 18:17,126,11100, ,NORTH TORREY PINES,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,3,0,
182329,3/16/18 22:50,712,100,W,SAN YSIDRO,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182236,3/17/18 0:01,445,4400, ,G,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182218,3/17/18 1:07,122,0, ,FOGG,STREET, ,GARNET,AVENUE,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182246,3/17/18 1:10,326,4700, ,59TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182259,3/17/18 1:15,121,2900, ,MISSION,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
182311,3/17/18 2:28,432,5100, ,IMPERIAL,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
182229,3/17/18 3:46,837,3700, ,HOME,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182242,3/17/18 5:30,628,2500, ,COLUMBIA,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182225,3/17/18 5:45,833,3800, ,MENLO,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
182269,3/17/18 6:09,835,4300, ,HOME,AVENUE, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,0,0,
182280,3/17/18 6:30,115,3800, ,LA JOLLA VILLAGE,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
183664,3/17/18 6:30,521,200, ,06TH,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182717,3/17/18 6:45,233,13200, ,BAVARIAN,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182265,3/17/18 8:04,931,5500, ,MIRAMAR,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,
182270,3/17/18 8:30,441,4500, ,IMPERIAL,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,
182431,3/17/18 9:01,112,4600, ,GENESEE,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,
182267,3/17/18 9:05,241,10000, ,CARROLL CANYON,ROAD, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,
182462,3/17/18 9:14,122,2200, ,GRAND,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
182164,3/17/18 9:50,931,5700, ,MIRAMAR,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
182307,3/17/18 11:04,524,200,W,BROADWAY, , , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,0,0,
182404,3/17/18 11:26,834,4200, ,MYRTLE,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
182223,3/17/18 11:45,824,4700, ,MONROE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182226,3/17/18 11:57,832,4200, ,UNIVERSITY,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182908,3/17/18 12:30,122,4700, ,CASS,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
182247,3/17/18 13:45,315,2100, ,FENTON,PARKWAY, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182291,3/17/18 14:00,531,1800, ,PRESIDENTS,WAY, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,MISDEMEANOR
182271,3/17/18 14:15,613,2000, ,CHATSWORTH,BOULEVARD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,
182287,3/17/18 14:26,611,3700, ,ROSECRANS,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
182224,3/17/18 14:50,821,6600, ,MONTEZUMA,ROAD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
182652,3/17/18 16:43,529,2900, ,04TH,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182484,3/17/18 16:49,122,4400, ,BOND,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,
182222,3/17/18 17:00,821,6600, ,MONTEZUMA,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,
182289,3/17/18 17:50,626,1900, ,MC KEE,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
182398,3/17/18 18:30,433,400, ,IONA,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
182369,3/17/18 21:07,232,14900, ,CAM DEL NORTE, , , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,3,0,
182659,3/17/18 23:05,326,4500, ,MONTEZUMA,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
182290,3/18/18 0:01,326,4500, ,55TH,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
182658,3/18/18 0:41,441,3900, ,IMPERIAL,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,3,0,
182349,3/18/18 1:43,322,5400, ,WARING,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
182274,3/18/18 2:20,321,10300, ,FRIARS,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
182306,3/18/18 3:22,446,4800, ,NOGAL,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,
182276,3/18/18 5:48,311,8100, ,FRIARS,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
182231,3/18/18 7:00,439,1400, ,HONEYSUCKLE,LANE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182356,3/18/18 7:54,721,1600, ,PALM,AVENUE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,
182258,3/18/18 10:35,115,9800, ,GENESEE,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
182347,3/18/18 10:50,233,14300, ,CLASSIQUE,WAY, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
182221,3/18/18 11:00,232,11900, ,WORLD TRADE,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182243,3/18/18 11:34,612,2600, ,ROSECRANS,STREET, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,0,0,MISDEMEANOR
182466,3/18/18 14:30,621,2500, ,GENESEE,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR
182336,3/18/18 15:20,623,600, ,HOTEL NORTH,CIRCLE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,MISDEMEANOR
182392,3/18/18 15:41,999,2200, ,PLAZA,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,
182244,3/18/18 17:00,614,2000, ,SUNSET CLIFFS,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182215,3/18/18 17:00,116,3100, ,CLAIREMONT,DRIVE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
182292,3/18/18 17:49,441,3900, ,LOGAN,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182227,3/18/18 19:28,826,5100, ,ORANGE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182337,3/18/18 19:31,626,3500, ,INDIA,STREET, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,MISDEMEANOR
182257,3/18/18 20:22,122,1100, ,GRAND,AVENUE, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,
182268,3/18/18 20:34,834,3800, ,41ST,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
182232,3/18/18 20:39,438,5700, ,ALLEGHANY,STREET, , , ,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,MISDEMEANOR
182453,3/18/18 21:06,232,12300, ,WORLD TRADE,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
182234,3/18/18 21:55,442,4200, ,KEELER,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182539,3/18/18 22:28,531,2100, ,PERSHING,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
182245,3/18/18 22:30,625,4700, ,PACIFIC,HIGHWAY, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
182483,3/18/18 22:38,627,300, ,UNIVERSITY,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
182277,3/18/18 23:12,323,6200, ,COLLEGE,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,
182372,3/19/18 0:01,833,4400, ,UNIVERSITY,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182275,3/19/18 0:02,314,3300, ,KEARNY VILLA,ROAD, , , ,12500(A),VC,DRIVE W/O LICENSE,1,0,
182357,3/19/18 3:06,723,1200, ,BEYER,WAY, , , ,23152A,VC,DUI ALCOHOL,1,0,
182294,3/19/18 5:10,443,3900, ,EPSILON,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182362,3/19/18 8:50,832,4200, ,FAIRMOUNT,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
182313,3/19/18 11:05,524,1200, ,09TH,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
182321,3/19/18 11:41,436,7600, ,SHOREWOOD,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
182425,3/19/18 12:07,122,4200, ,INGRAHAM,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,
182318,3/19/18 13:11,313,3700, ,MURPHY CANYON,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,2,0,
182300,3/19/18 14:00,438,2400, ,DUSK,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182663,3/19/18 14:00,521,300, ,14TH,STREET, , , ,21954A,VC,PEDESTRIANS OUTSIDE CROSSWALKS,1,0,
182172,3/19/18 14:07,242,9100, ,MIRA MESA,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
182477,3/19/18 15:00,822,4500, ,COLLEGE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182309,3/19/18 15:15,437,600,S,WOODMAN,STREET, , , ,22109,VC,SIGNAL WHEN STOPPING,2,0,
182284,3/19/18 16:43,313,8000, ,OTHELLO,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
182282,3/19/18 17:20,234,16100, ,BERNARDO CENTER,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182286,3/19/18 17:22,621,1900, ,COOLIDGE,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182288,3/19/18 17:43,625,0, ,MORENA,BOULEVARD, ,TAYLOR,STREET,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR
182320,3/19/18 17:54,115,5500, ,RENAISSANCE,AVENUE, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,
185660,3/19/18 19:13,515,2900, ,IMPERIAL,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182298,3/19/18 19:25,234,12100, ,CAMTO CORRIENTE, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
182293,3/19/18 21:30,432,5600, ,TRINIDAD,WAY, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
182310,3/19/18 21:44,451,1700, ,EUCLID,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
182547,3/19/18 21:46,516,800, ,32ND,STREET, , , ,21954A,VC,PEDESTRIANS OUTSIDE CROSSWALKS,1,0,
